,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Shop_Day,Shop_Other,Shop_Dairy,Shop_Household,Shop_Meat,Group
1889,Male,Yes,69.0,No,Executive,1.0,average,3.0,6.0,-2.403,6.237,10.264000000000001,-1.172,B
1890,Male,Yes,57.0,Yes,Artist,0.0,average,1.0,3.0,8.04,6.9639999999999995,8.241,2.1180000000000003,A
1891,Female,Yes,56.0,Yes,Artist,4.0,Average,2.0,6.0,18.695999999999998,11.1,6.542999999999999,4.933,C
1892,Male,No,27.0,Yes,Healthcare,8.0,Low,4.0,6.0,8.988,-1.9469999999999998,8.172,3.077,D
1893,Male,No,21.0,No,Healthcare,0.0,Low,6.0,4.0,2.653,2.8360000000000003,4.666,2.326,D
1894,Female,Yes,71.0,Yes,Artist,0.0,High,4.0,1.0,0.092,3.4419999999999997,1.892,-1.033,B
1895,Female,No,39.0,Yes,Entertainment,8.0,Low,4.0,4.0,6.678,3.155,-1.296,-0.331,D
1896,Female,Yes,87.0,Yes,Lawyer,1.0,High,2.0,6.0,2.762,3.865,4.158,3.589,A
1897,Male,Yes,40.0,No,Entertainment,6.0,Average,3.0,3.0,1.102,5.732,2.428,4.3260000000000005,B
1898,Male,No,32.0,Yes,Marketing,8.0,Low,1.0,6.0,10.362,4.199,-2.467,6.343999999999999,D
1899,Male,Yes,40.0,No,Executive,7.0,Low,4.0,6.0,7.348,6.178,6.949,2.59,A
1900,Female,Yes,58.0,Yes,Artist,0.0,High,3.0,0.0,1.2890000000000001,4.329,-0.23199999999999998,0.7709999999999999,B
1901,Male,No,19.0,No,Healthcare,1.0,Low,5.0,4.0,7.56,-4.426,1.621,1.3459999999999999,D
1902,Female,No,31.0,Yes,Marketing,0.0,Low,9.0,7.0,6.372000000000001,5.79,13.767999999999999,-5.321000000000001,D
1903,Male,No,31.0,No,Healthcare,1.0,Low,4.0,6.0,-1.1740000000000002,3.49,4.989,-1.18,B
1904,Female,Yes,43.0,No,Engineer,1.0,Average,2.0,4.0,13.627,8.597000000000001,4.3660000000000005,1.597,D
1906,Male,No,35.0,No,Marketing,0.0,Low,4.0,4.0,7.2410000000000005,11.064,1.761,0.883,D
1907,Female,Yes,46.0,Yes,Artist,8.0,Average,2.0,6.0,13.95,5.638,5.71,-1.95,C
1908,Male,Yes,69.0,Yes,Artist,1.0,Low,2.0,6.0,4.806,5.6770000000000005,4.1419999999999995,3.627,A
1909,Male,Yes,69.0,Yes,Doctor,0.0,High,3.0,6.0,7.819,14.44,14.525,7.9,C
1910,Female,Yes,45.0,Yes,Entertainment,3.0,average,5.0,3.0,-0.23600000000000002,4.2589999999999995,1.004,-4.494,B
1911,Male,Yes,38.0,Yes,Artist,0.0,Low,4.0,6.0,10.607999999999999,3.495,8.135,6.897,A
1912,Male,Yes,39.0,Yes,Executive,5.0,High,3.0,6.0,22.249000000000002,4.626,5.888999999999999,3.503,C
1913,Male,Yes,65.0,Yes,Artist,4.0,Low,3.0,6.0,-0.637,8.511000000000001,6.847,0.767,B
1914,Female,No,23.0,No,Healthcare,2.0,Low,5.0,6.0,9.355,5.648,1.973,12.005,D
1916,Male,Yes,84.0,Yes,Entertainment,0.0,High,2.0,6.0,5.0680000000000005,8.544,9.093,3.888,D
1917,Male,Yes,35.0,Yes,Artist,5.0,Average,2.0,6.0,5.859,10.949000000000002,11.347999999999999,5.1370000000000005,C
1919,Male,No,30.0,No,Executive,1.0,average,4.0,6.0,7.391,1.189,-0.341,9.687000000000001,D
1920,Male,No,23.0,No,Healthcare,0.0,Low,2.0,4.0,7.897,5.06,11.366,8.647,D
1921,Female,No,41.0,Yes,Artist,3.0,Low,3.0,6.0,7.607,0.774,7.457000000000001,2.1830000000000003,D
1922,Male,Yes,50.0,Yes,Executive,4.0,High,3.0,6.0,8.486,7.94,11.706,3.509,C
1923,Male,Yes,50.0,Yes,Executive,0.0,High,4.0,6.0,7.925,4.726,3.375,5.346,A
1924,Female,No,28.0,Yes,Homemaker,8.0,Low,1.0,6.0,10.286,4.107,6.853,4.796,D
1925,Female,Yes,37.0,Yes,Doctor,1.0,Average,2.0,6.0,9.635,7.297999999999999,11.415999999999999,11.637,C
1926,Male,No,19.0,No,Healthcare,1.0,average,6.0,6.0,7.104,12.122,7.084,5.226,D
1927,Female,No,40.0,Yes,Healthcare,1.0,Low,5.0,2.0,7.023,5.438,3.48,7.965,A
1928,Male,Yes,43.0,No,Executive,3.0,Low,3.0,6.0,0.569,6.766,2.082,-1.115,B
1929,Male,Yes,73.0,No,Executive,1.0,average,2.0,4.0,6.959,6.1770000000000005,8.4,4.039,D
1930,Female,No,19.0,No,Healthcare,0.0,Low,3.0,6.0,15.14,3.9730000000000003,8.978,0.371,D
1931,Male,Yes,50.0,Yes,Executive,1.0,High,3.0,6.0,11.064,6.609,11.974,9.677,C
1933,Female,Yes,32.0,Yes,Artist,4.0,High,2.0,6.0,18.814,7.874,17.667,6.79,C
1935,Male,No,43.0,Yes,Doctor,1.0,Low,4.0,6.0,4.041,5.501,1.3880000000000001,3.83,A
1936,Female,No,33.0,Yes,Artist,5.0,Low,2.0,4.0,6.843999999999999,8.579,8.092,0.171,B
1937,Male,Yes,61.0,Yes,Artist,1.0,Average,3.0,3.0,15.447000000000001,8.818,8.077,16.787,C
1938,Female,Yes,70.0,Yes,Doctor,0.0,Average,2.0,6.0,15.866,11.504000000000001,10.453,6.9670000000000005,C
1939,Male,Yes,66.0,Yes,Artist,1.0,Average,3.0,6.0,4.857,7.382000000000001,5.631,-2.759,B
1940,Female,Yes,72.0,Yes,Artist,0.0,Low,1.0,6.0,10.85,10.415999999999999,10.841,11.06,C
1941,Male,Yes,71.0,Yes,Artist,0.0,High,2.0,6.0,4.303,3.1630000000000003,-0.501,1.117,B
1942,Male,No,18.0,No,Healthcare,8.0,Low,9.0,6.0,6.877000000000001,4.44,9.39,4.4510000000000005,D
1943,Male,Yes,33.0,No,Artist,1.0,Average,2.0,4.0,0.527,4.352,4.527,-2.245,B
1944,Male,No,28.0,Yes,Artist,9.0,average,1.0,6.0,3.737,6.716,0.043,3.7689999999999997,A
1945,Female,Yes,27.0,Yes,Marketing,11.0,Average,2.0,6.0,5.412999999999999,8.683,5.505,3.5469999999999997,A
1947,Male,Yes,63.0,Yes,Artist,0.0,Average,7.0,6.0,4.084,1.525,8.649,10.555,C
1948,Male,Yes,70.0,Yes,Lawyer,0.0,High,3.0,6.0,4.702,2.2640000000000002,5.763999999999999,4.4110000000000005,A
1949,Female,No,26.0,Yes,Healthcare,10.0,Low,1.0,6.0,10.988,7.507999999999999,8.507,1.7469999999999999,D
1950,Male,Yes,36.0,No,Entertainment,1.0,Low,2.0,4.0,5.449,4.942,4.61,1.739,A
1951,Female,Yes,47.0,Yes,Artist,0.0,Low,3.0,6.0,15.39,10.373,9.525,6.455,C
1952,Male,No,28.0,No,Entertainment,9.0,Low,2.0,6.0,7.49,3.573,5.414,4.98,A
1953,Female,No,26.0,Yes,Entertainment,1.0,Low,5.0,6.0,14.879000000000001,9.902999999999999,19.83,14.829,C
1954,Male,Yes,65.0,No,Lawyer,1.0,average,2.0,3.0,1.138,1.13,8.612,-0.013000000000000001,B
1955,Male,No,20.0,No,Marketing,1.0,Low,3.0,4.0,8.307,5.435,0.61,4.0569999999999995,D
1956,Male,Yes,30.0,Yes,Artist,0.0,Average,2.0,6.0,13.683,17.899,18.173,13.334000000000001,C
1957,Male,No,41.0,Yes,Entertainment,8.0,average,2.0,6.0,6.645,4.667,5.494,4.2780000000000005,A
1958,Female,No,40.0,Yes,Doctor,1.0,Low,1.0,6.0,6.301,4.7860000000000005,7.337000000000001,4.711,A
1959,Female,Yes,47.0,No,Engineer,1.0,average,4.0,4.0,6.343,-0.392,1.508,-2.131,B
1960,Male,Yes,40.0,Yes,Entertainment,2.0,Average,5.0,6.0,7.138999999999999,3.7230000000000003,9.205,-0.2,A
1961,Female,Yes,53.0,No,Engineer,0.0,Average,3.0,6.0,7.171,7.915,4.91,2.9330000000000003,A
1962,Female,No,28.0,Yes,Homemaker,1.0,Low,2.0,4.0,1.5659999999999998,5.102,7.882000000000001,-0.606,B
1963,Male,Yes,60.0,Yes,Artist,1.0,Low,2.0,6.0,6.482,5.113,9.908,6.6610000000000005,A
1964,Female,No,27.0,Yes,Artist,8.0,average,1.0,6.0,4.76,5.992999999999999,5.47,3.5269999999999997,A
1965,Male,Yes,43.0,Yes,Artist,2.0,Low,2.0,6.0,5.8629999999999995,-0.935,5.388999999999999,4.155,B
1966,Female,No,33.0,Yes,Homemaker,7.0,Low,3.0,2.0,16.993,9.308,4.4639999999999995,11.363,C
1967,Male,Yes,56.0,Yes,Entertainment,0.0,Average,2.0,6.0,10.158999999999999,4.502,6.026,3.055,C
1968,Male,Yes,70.0,Yes,Executive,1.0,High,2.0,6.0,11.9,8.283999999999999,3.873,10.943,C
1969,Male,Yes,70.0,No,Doctor,1.0,High,2.0,6.0,4.031000000000001,3.267,5.815,1.048,D
1970,Male,Yes,73.0,No,Executive,1.0,High,3.0,6.0,18.026,4.739,12.630999999999998,7.0920000000000005,C
1971,Female,Yes,38.0,Yes,Entertainment,1.0,Average,2.0,6.0,4.284,5.608,3.972,4.16,A
1972,Female,No,40.0,Yes,Engineer,6.0,Low,3.0,6.0,10.96,5.171,2.404,8.696,D
1973,Male,Yes,88.0,No,Executive,1.0,Low,3.0,6.0,1.81,7.662999999999999,4.93,-2.295,D
1974,Female,No,29.0,Yes,Healthcare,1.0,Low,4.0,6.0,17.304000000000002,10.305,9.738,5.724,D
1975,Male,Yes,27.0,Yes,Executive,1.0,High,2.0,6.0,5.272,5.474,9.478,1.656,A
1976,Female,Yes,40.0,Yes,Engineer,0.0,Average,2.0,6.0,2.8480000000000003,4.944,4.5169999999999995,-2.015,B
1977,Male,Yes,82.0,Yes,Lawyer,1.0,average,1.0,6.0,6.9879999999999995,8.019,1.963,1.6880000000000002,A
1978,Female,No,38.0,Yes,Artist,7.0,Low,1.0,6.0,7.207999999999999,4.004,6.175,-1.145,B
1979,Male,Yes,39.0,Yes,Doctor,0.0,Average,3.0,6.0,2.988,6.4,5.127000000000001,0.26,B
1980,Male,Yes,39.0,Yes,Artist,0.0,Average,2.0,2.0,16.053,13.309000000000001,10.333,5.86,C
1981,Male,No,47.0,Yes,Artist,0.0,Low,1.0,6.0,6.455,3.3160000000000003,6.028,-0.843,A
1982,Male,Yes,75.0,Yes,Lawyer,0.0,High,2.0,6.0,4.34,6.723,5.18,3.509,A
1983,Female,Yes,37.0,No,Marketing,0.0,Low,4.0,6.0,12.538,5.2170000000000005,-0.02,1.357,D
1984,Male,Yes,84.0,No,Lawyer,1.0,High,2.0,6.0,5.782,6.614,5.587999999999999,4.12,A
1985,Female,No,40.0,Yes,Entertainment,6.0,Low,2.0,6.0,5.095,4.578,4.77,3.944,A
1986,Male,Yes,39.0,Yes,Doctor,0.0,Average,2.0,1.0,14.215,-1.73,3.6660000000000004,7.615,D
1987,Male,Yes,42.0,Yes,Artist,0.0,Average,2.0,6.0,5.05,5.369,3.471,7.67,B
1989,Female,No,52.0,Yes,Doctor,1.0,Low,1.0,4.0,4.599,5.269,3.4210000000000003,-1.766,B
1990,Male,No,52.0,No,Artist,5.0,Low,1.0,6.0,-2.9160000000000004,6.532,2.498,-2.736,B
1991,Male,No,31.0,Yes,Entertainment,0.0,average,4.0,6.0,9.576,7.364,3.73,6.5729999999999995,D
1992,Male,Yes,37.0,Yes,Marketing,1.0,average,2.0,6.0,8.026,4.125,9.363999999999999,3.41,D
1995,Male,Yes,79.0,Yes,Artist,0.0,High,2.0,6.0,9.234,9.912,5.4079999999999995,1.5019999999999998,C
1996,Female,No,28.0,Yes,Doctor,1.0,Low,4.0,6.0,13.74,10.044,12.155,7.864,C
1997,Male,No,31.0,No,Healthcare,0.0,average,4.0,6.0,6.622999999999999,9.892999999999999,9.347000000000001,4.544,D
1998,Male,Yes,88.0,No,Executive,0.0,High,3.0,6.0,12.382,11.009,7.962999999999999,-6.273,D
1999,Female,No,51.0,Yes,Entertainment,4.0,Low,1.0,6.0,7.815,3.1689999999999996,6.345,4.765,A
2000,Male,Yes,38.0,Yes,Entertainment,1.0,Low,2.0,6.0,-2.4019999999999997,6.832000000000001,0.877,-6.252999999999999,D
2001,Female,Yes,53.0,Yes,Artist,0.0,Average,2.0,3.0,-1.113,4.835,1.0070000000000001,2.1719999999999997,B
2002,Female,No,43.0,Yes,Artist,8.0,Low,2.0,6.0,3.324,-0.275,4.218,1.54,B
2003,Male,Yes,55.0,No,Executive,0.0,Low,2.0,6.0,6.178999999999999,6.928999999999999,6.432,2.553,A
2004,Male,No,35.0,Yes,Artist,4.0,Low,2.0,6.0,2.62,5.037,3.443,1.204,A
2005,Female,Yes,25.0,No,Engineer,1.0,Average,2.0,4.0,5.485,2.184,6.702999999999999,5.29,A
2006,Male,Yes,58.0,Yes,Artist,6.0,Average,4.0,6.0,2.614,12.33,4.954,11.829,C
2007,Female,No,32.0,Yes,Doctor,1.0,Low,6.0,6.0,11.522,7.38,6.994,1.682,D
2008,Female,Yes,49.0,No,Artist,1.0,Average,4.0,3.0,9.689,8.258,12.125,3.327,C
2009,Female,Yes,53.0,No,Entertainment,9.0,High,2.0,6.0,4.6530000000000005,5.855,7.452999999999999,2.617,A
2010,Female,Yes,31.0,No,Engineer,9.0,average,4.0,6.0,7.83,3.259,8.302999999999999,3.259,A
2011,Male,No,39.0,Yes,Artist,1.0,Low,2.0,6.0,5.687,3.051,1.922,2.039,B
2012,Male,No,42.0,Yes,Entertainment,1.0,Low,1.0,6.0,7.225,5.5,2.9210000000000003,0.45399999999999996,A
2013,Male,No,20.0,No,Healthcare,1.0,Low,5.0,2.0,13.287,5.256,5.917000000000001,2.334,D
2014,Male,Yes,50.0,Yes,Entertainment,1.0,Low,2.0,6.0,2.861,5.257000000000001,2.531,5.501,A
2015,Male,No,26.0,No,Doctor,0.0,Low,6.0,2.0,1.882,2.759,7.23,-2.394,B
2016,Male,Yes,46.0,Yes,Artist,1.0,average,3.0,6.0,9.493,11.799000000000001,7.035,18.26,C
2017,Male,No,30.0,Yes,Doctor,0.0,Low,2.0,3.0,9.834,7.31,6.044,3.39,A
2018,Female,Yes,60.0,Yes,Doctor,6.0,Average,2.0,6.0,16.658,17.354,4.709,7.285,C
2019,Male,Yes,84.0,No,Lawyer,0.0,Low,1.0,6.0,9.209,3.8089999999999997,-2.384,1.675,D
2020,Female,No,37.0,Yes,Homemaker,1.0,Low,1.0,6.0,13.948,6.347,3.548,0.627,D
2021,Male,Yes,63.0,Yes,Artist,6.0,Low,1.0,6.0,1.9069999999999998,1.043,7.141,-1.173,B
2022,Female,No,38.0,Yes,Healthcare,0.0,Low,2.0,6.0,7.314,3.178,6.7620000000000005,6.189,D
2023,Male,Yes,51.0,Yes,Entertainment,0.0,Average,4.0,6.0,6.1979999999999995,3.135,10.999,5.6,C
2024,Male,No,20.0,No,Healthcare,0.0,Low,4.0,6.0,7.99,1.5119999999999998,1.655,9.968,D
2025,Female,No,25.0,No,Healthcare,14.0,Low,3.0,6.0,11.659,1.953,5.756,1.7719999999999998,D
2026,Female,No,33.0,Yes,Doctor,0.0,Low,5.0,6.0,0.01,3.676,11.610999999999999,3.818,D
2027,Female,No,31.0,No,Engineer,0.0,Low,1.0,6.0,5.926,4.751,1.0979999999999999,4.061,D
2028,Male,Yes,57.0,Yes,Healthcare,1.0,Low,3.0,6.0,-2.639,0.135,0.318,1.442,B
2029,Male,Yes,42.0,Yes,Artist,1.0,Low,4.0,6.0,7.01,7.124,5.874,-2.376,B
2031,Male,Yes,66.0,No,Lawyer,0.0,High,3.0,6.0,1.063,3.958,2.569,3.3489999999999998,B
2032,Male,No,21.0,No,Homemaker,0.0,Low,4.0,3.0,2.7910000000000004,8.96,6.468999999999999,3.17,A
2033,Male,Yes,73.0,No,Executive,1.0,High,2.0,6.0,1.101,9.106,2.517,-1.71,B
2034,Female,Yes,46.0,Yes,Artist,0.0,Low,2.0,6.0,11.362,4.396,17.305999999999997,19.773,C
2035,Female,Yes,66.0,Yes,Artist,0.0,Average,2.0,6.0,7.44,8.253,8.347000000000001,9.068999999999999,C
2036,Male,Yes,27.0,Yes,Doctor,0.0,Average,2.0,5.0,14.504000000000001,14.255999999999998,7.827000000000001,1.814,D
2037,Female,Yes,35.0,Yes,Homemaker,1.0,average,3.0,3.0,8.558,6.145,8.273,9.851,D
2038,Female,Yes,53.0,No,Artist,1.0,High,4.0,6.0,6.9079999999999995,0.16399999999999998,6.309,8.06,A
2039,Male,Yes,80.0,No,Lawyer,8.0,Low,1.0,6.0,13.43,9.532,4.03,0.922,D
2040,Female,Yes,63.0,Yes,Artist,1.0,Average,3.0,6.0,14.949000000000002,9.376,14.133,9.092,C
2041,Female,No,41.0,Yes,Doctor,9.0,Low,1.0,4.0,3.475,5.144,3.957,4.999,A
2042,Male,Yes,43.0,Yes,Artist,1.0,Average,4.0,6.0,8.894,5.692,5.5360000000000005,8.633,C
2044,Female,No,18.0,No,Marketing,9.0,Low,5.0,3.0,4.811,8.794,7.38,-2.697,B
2045,Female,No,33.0,Yes,Entertainment,1.0,Low,4.0,6.0,1.156,3.93,7.757999999999999,7.631,B
2046,Male,No,30.0,No,Engineer,9.0,Low,3.0,4.0,15.295,3.4730000000000003,2.931,1.5619999999999998,D
2047,Male,Yes,85.0,Yes,Executive,1.0,High,2.0,6.0,12.770999999999999,11.128,4.217,0.821,D
2048,Female,Yes,46.0,Yes,Artist,1.0,High,3.0,6.0,10.057,10.331,5.124,10.355,C
2049,Male,Yes,48.0,Yes,Doctor,1.0,Low,2.0,0.0,4.38,5.096,9.419,3.1310000000000002,A
2050,Male,Yes,80.0,Yes,Lawyer,1.0,High,2.0,6.0,-0.713,3.284,5.193,-2.255,B
2051,Male,No,33.0,Yes,Artist,8.0,Low,3.0,5.0,5.792000000000001,6.21,3.72,3.515,A
2052,Female,Yes,40.0,Yes,Artist,4.0,High,7.0,6.0,7.109,8.969,3.3139999999999996,14.542,C
2053,Male,Yes,27.0,No,Entertainment,3.0,Average,2.0,6.0,10.679,0.976,1.5919999999999999,2.72,B
2054,Male,No,28.0,No,Healthcare,0.0,Low,5.0,4.0,1.306,2.262,0.89,-3.53,B
2055,Female,Yes,35.0,Yes,Doctor,0.0,Average,3.0,3.0,8.345,6.577000000000001,1.568,4.106,A
2056,Male,No,26.0,Yes,Entertainment,1.0,Low,3.0,6.0,6.528,4.124,4.5569999999999995,-0.8190000000000001,D
2057,Female,Yes,39.0,Yes,Homemaker,1.0,Average,3.0,3.0,4.327,8.316,6.935,2.795,A
2058,Female,Yes,56.0,Yes,Artist,1.0,High,4.0,2.0,3.766,2.119,0.017,4.072,B
2059,Female,No,26.0,Yes,Artist,13.0,Low,2.0,6.0,-0.12300000000000001,5.244,3.688,-1.896,B
2060,Male,Yes,31.0,Yes,Entertainment,4.0,Low,2.0,6.0,4.869,0.8420000000000001,2.074,-3.029,B
2062,Male,Yes,39.0,No,Entertainment,1.0,Average,4.0,4.0,8.283,3.037,5.688,0.028999999999999998,A
2063,Female,No,51.0,Yes,Artist,0.0,average,1.0,6.0,9.859,9.353,10.26,7.315,C
2064,Male,Yes,45.0,No,Doctor,0.0,Low,4.0,4.0,7.104,6.337999999999999,5.376,0.628,A
2065,Female,No,33.0,Yes,Homemaker,11.0,Low,3.0,6.0,0.35700000000000004,4.842,7.066,3.478,D
2067,Female,Yes,80.0,Yes,Lawyer,1.0,High,2.0,6.0,4.967,4.32,3.127,1.034,A
2068,Male,Yes,77.0,Yes,Executive,1.0,Low,1.0,6.0,7.37,-1.187,1.538,3.7430000000000003,D
2069,Female,No,40.0,No,Healthcare,1.0,Low,5.0,4.0,12.74,4.649,4.876,5.933,D
2070,Female,Yes,33.0,No,Engineer,7.0,Average,5.0,4.0,1.06,-1.062,-0.374,-1.255,B
2071,Male,No,29.0,No,Artist,1.0,Low,3.0,2.0,4.353,5.176,6.295,6.127000000000001,A
2072,Female,No,20.0,No,Healthcare,1.0,Low,3.0,6.0,7.7139999999999995,3.443,5.62,2.39,D
2073,Male,Yes,43.0,Yes,Artist,1.0,Low,2.0,3.0,-5.006,2.74,5.2379999999999995,-1.95,B
2074,Female,No,18.0,No,Healthcare,1.0,Low,3.0,6.0,7.312,5.084,1.074,1.989,D
2075,Male,Yes,53.0,Yes,Artist,3.0,Average,3.0,6.0,7.098,7.729,9.745,-0.187,B
2076,Male,Yes,28.0,Yes,Entertainment,3.0,Average,3.0,7.0,8.746,1.7080000000000002,5.899,-1.994,B
2077,Female,No,43.0,Yes,Entertainment,1.0,Low,4.0,4.0,6.79,7.061,2.935,4.404,A
2078,Male,No,31.0,Yes,Entertainment,1.0,Low,3.0,6.0,9.833,-0.941,3.1460000000000004,0.794,D
2079,Female,No,28.0,Yes,Healthcare,1.0,Low,2.0,3.0,15.745,3.661,0.125,11.470999999999998,D
2080,Male,Yes,65.0,Yes,Artist,1.0,Low,2.0,6.0,7.478,5.043,3.6489999999999996,3.287,A
2081,Male,Yes,33.0,Yes,Artist,0.0,average,2.0,6.0,2.31,1.34,6.395,-3.227,B
2082,Male,Yes,49.0,Yes,Artist,0.0,Average,6.0,6.0,12.414000000000001,9.741,16.866,10.565999999999999,C
2083,Male,No,33.0,No,Healthcare,1.0,Low,4.0,6.0,10.565,7.473,12.513,10.687999999999999,C
2084,Male,Yes,53.0,Yes,Artist,6.0,average,2.0,6.0,14.027999999999999,4.398,13.640999999999998,7.747999999999999,C
2086,Male,No,31.0,No,Entertainment,1.0,Low,7.0,4.0,8.726,0.973,-5.962000000000001,0.331,D
2089,Male,No,31.0,No,Healthcare,1.0,Low,7.0,6.0,7.906000000000001,3.765,11.735,2.946,D
2090,Female,No,30.0,Yes,Healthcare,1.0,Low,2.0,3.0,3.069,4.294,3.634,4.542,A
2091,Male,Yes,63.0,Yes,Entertainment,1.0,Average,2.0,6.0,17.065,14.978,15.196,5.416,C
2092,Male,Yes,69.0,No,Executive,9.0,Average,2.0,6.0,2.146,4.705,4.427,2.458,B
2093,Male,No,29.0,Yes,Engineer,0.0,Low,4.0,3.0,7.013,6.309,-0.019,8.892000000000001,D
2094,Female,Yes,56.0,No,Engineer,1.0,Average,5.0,6.0,1.929,6.707999999999999,0.055999999999999994,2.272,B
2095,Female,Yes,72.0,Yes,Artist,1.0,Average,3.0,6.0,0.7190000000000001,6.725,-0.509,1.7409999999999999,B
2096,Male,Yes,88.0,No,Lawyer,1.0,Low,1.0,2.0,5.392,3.282,4.834,4.606,A
2097,Male,No,30.0,No,Engineer,1.0,Low,4.0,6.0,4.117,10.91,2.161,2.85,D
2098,Female,No,31.0,Yes,Healthcare,1.0,Low,4.0,2.0,2.2430000000000003,3.7230000000000003,-0.061,-2.7510000000000003,B
2099,Male,No,41.0,Yes,Artist,2.0,average,3.0,6.0,2.2880000000000003,5.97,6.1339999999999995,5.027,A
2100,Female,No,31.0,Yes,Healthcare,9.0,Low,7.0,5.0,14.58,6.565,7.886,-0.649,D
2101,Male,No,20.0,No,Healthcare,1.0,Low,5.0,3.0,6.611000000000001,0.052000000000000005,6.358,8.501,D
2102,Female,Yes,26.0,No,Marketing,7.0,High,3.0,4.0,7.622999999999999,4.954,0.775,7.584,A
2103,Male,Yes,48.0,No,Entertainment,1.0,Average,5.0,6.0,6.04,8.982999999999999,5.686,12.139000000000001,C
2104,Male,No,26.0,No,Healthcare,1.0,Low,3.0,5.0,8.419,-1.588,-0.45,0.39399999999999996,D
2105,Male,No,20.0,No,Healthcare,1.0,Low,4.0,6.0,12.818,3.5639999999999996,10.012,4.112,D
2106,Male,Yes,41.0,Yes,Artist,4.0,Low,4.0,6.0,2.7030000000000003,2.765,6.787000000000001,4.975,A
2108,Male,Yes,63.0,Yes,Homemaker,1.0,Low,3.0,6.0,7.148,5.443,5.894,2.931,B
2109,Male,Yes,88.0,Yes,Executive,1.0,Low,1.0,6.0,6.597,7.25,14.270999999999999,-4.708,D
2110,Female,No,39.0,Yes,Engineer,1.0,Low,3.0,6.0,3.758,3.9810000000000003,7.156000000000001,1.656,B
2111,Male,Yes,55.0,No,Engineer,1.0,High,4.0,6.0,6.221,3.125,2.57,1.8869999999999998,A
2112,Male,No,32.0,Yes,Healthcare,1.0,Low,3.0,6.0,11.013,1.1179999999999999,7.351,2.157,D
2113,Male,No,32.0,Yes,Entertainment,1.0,Low,3.0,6.0,0.892,0.43799999999999994,5.877999999999999,10.28,D
2114,Female,Yes,38.0,Yes,Artist,0.0,Average,3.0,6.0,5.048,5.431,5.629,4.37,A
2115,Female,Yes,62.0,Yes,Engineer,1.0,Low,1.0,3.0,7.104,1.6059999999999999,7.782,2.0540000000000003,B
2116,Male,No,18.0,No,Healthcare,1.0,average,5.0,4.0,11.797,3.4539999999999997,6.733,1.5430000000000001,D
2117,Male,Yes,67.0,No,Executive,1.0,High,2.0,6.0,9.652999999999999,2.102,8.616,4.194,D
2118,Female,Yes,42.0,Yes,Artist,9.0,Low,2.0,6.0,7.228,5.31,5.709,7.656000000000001,B
2119,Female,No,45.0,Yes,Engineer,0.0,Low,1.0,6.0,10.107000000000001,5.489,1.021,0.21100000000000002,A
2120,Male,Yes,46.0,No,Doctor,0.0,Average,3.0,4.0,12.382,7.9239999999999995,7.126,-3.3789999999999996,D
2121,Male,No,20.0,No,Healthcare,2.0,Low,4.0,4.0,9.793,5.973,7.565,-1.0270000000000001,D
2122,Female,Yes,41.0,Yes,Engineer,0.0,average,3.0,6.0,7.275,7.433,5.772,1.874,A
2123,Female,Yes,35.0,No,Engineer,7.0,Average,4.0,4.0,6.5760000000000005,-0.8370000000000001,2.6519999999999997,1.9680000000000002,A
2124,Female,Yes,52.0,Yes,Artist,6.0,Low,2.0,6.0,4.412,3.8510000000000004,4.862,6.045,A
2125,Female,Yes,63.0,Yes,Artist,1.0,Average,4.0,6.0,7.689,3.6839999999999997,2.798,1.104,B
2126,Male,Yes,51.0,No,Executive,5.0,Low,3.0,2.0,12.525,7.534,5.974,4.993,C
2127,Female,Yes,29.0,Yes,Entertainment,0.0,Average,2.0,6.0,6.401,1.8559999999999999,6.524,2.373,A
2128,Male,No,27.0,No,Doctor,0.0,Low,4.0,6.0,0.8220000000000001,3.222,0.889,-0.599,B
2129,Female,No,37.0,Yes,Doctor,1.0,Low,1.0,4.0,4.515,7.296,4.569,1.893,A
2130,Female,Yes,29.0,No,Homemaker,1.0,Average,2.0,4.0,4.3919999999999995,4.638999999999999,8.43,0.7040000000000001,C
2131,Female,No,50.0,Yes,Artist,0.0,Low,2.0,6.0,7.104,7.555,4.806,2.616,A
2132,Male,Yes,74.0,Yes,Lawyer,1.0,Low,1.0,6.0,6.185,9.186,-0.341,4.093,A
2133,Female,Yes,72.0,Yes,Artist,3.0,Average,3.0,6.0,13.526,11.022,6.194,6.349,C
2134,Female,Yes,83.0,Yes,Lawyer,1.0,High,2.0,6.0,0.915,0.9279999999999999,6.931,1.4140000000000001,B
2135,Male,Yes,37.0,Yes,Engineer,1.0,Average,3.0,3.0,4.809,8.043,4.28,5.98,A
2136,Female,No,19.0,No,Healthcare,0.0,Low,3.0,6.0,12.592,2.3680000000000003,9.81,2.4859999999999998,D
2137,Female,No,30.0,No,Artist,1.0,Low,1.0,6.0,0.855,3.773,5.247000000000001,1.72,B
2138,Female,No,40.0,Yes,Engineer,1.0,average,2.0,1.0,-2.9530000000000003,7.09,5.723,-0.46799999999999997,B
2139,Female,Yes,65.0,Yes,Doctor,1.0,Low,2.0,6.0,1.214,4.118,5.1770000000000005,-0.667,B
2140,Female,Yes,40.0,Yes,Lawyer,1.0,Average,2.0,6.0,19.285,4.891,16.014,7.71,C
