,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Shop_Day,Shop_Other,Shop_Dairy,Shop_Household,Shop_Meat,Group,Avg_Shop
2005,Female,Yes,50.0,No,Engineer,0.0,low,3.0,7.0,1.894,10.832,-0.941,1.866,B,3.413
2006,Male,Yes,56.0,Yes,Artist,0.0,average,2.0,6.0,7.22,2.213,3.124,5.341,B,4.474
2007,Male,No,19.0,No,Healthcare,4.0,low,3.0,2.0,5.268,5.103,11.736,3.873,D,6.495
2008,Male,Yes,29.0,No,Executive,12.0,low,3.0,6.0,3.725,2.912,6.992,-0.056,B,3.393
2009,Male,No,26.0,Yes,Doctor,1.0,low,3.0,6.0,6.229,11.273,6.992,2.295,D,6.697
2010,Female,No,31.0,No,Doctor,1.0,low,5.0,3.0,14.147,7.045,9.524,14.136,C,11.213
2011,Male,Yes,42.0,Yes,Artist,0.0,average,2.0,6.0,6.229,8.917,3.047,6.812,A,6.251
2012,Female,No,33.0,Yes,Doctor,1.0,low,1.0,6.0,4.117,3.658,5.165,-0.281,B,3.165
2013,Male,Yes,35.0,No,Healthcare,1.0,low,5.0,6.0,6.173,8.57,-4.275,5.423,D,3.973
2014,Female,Yes,46.0,No,Engineer,0.0,high,3.0,4.0,6.718,7.836,3.946,4.1,A,5.65
2015,Female,No,67.0,Yes,Artist,0.0,low,2.0,6.0,4.461,4.501,3.065,-2.317,B,2.427
2016,Female,No,35.0,No,Artist,7.0,low,2.0,6.0,8.111,0.558,5.593,5.677,D,4.985
2017,Male,No,28.0,No,Doctor,8.0,low,3.0,6.0,5.586,4.664,6.42,7.642,A,6.078
2018,Female,No,43.0,No,Doctor,8.0,low,1.0,4.0,12.339,1.125,2.929,3.694,D,5.022
2019,Female,Yes,40.0,No,Artist,3.0,average,3.0,6.0,2.064,6.483,7.57,3.263,A,4.845
2020,Female,Yes,40.0,Yes,Artist,0.0,average,3.0,1.0,10.123,11.478,10.209,5.539,C,9.337
2021,Female,No,21.0,No,Healthcare,8.0,low,4.0,6.0,8.814,-1.209,6.73,2.318,D,4.163
2022,Female,No,32.0,No,Doctor,1.0,average,3.0,4.0,12.325,-1.231,7.716,7.01,D,6.455
2023,Male,No,32.0,Yes,Artist,13.0,low,3.0,6.0,7.01,6.55,5.262,3.961,A,5.696
2024,Male,No,25.0,No,Homemaker,14.0,low,3.0,5.0,4.701,3.822,2.154,7.26,A,4.484
2025,Female,No,40.0,Yes,Artist,5.0,low,1.0,6.0,5.523,5.112,5.481,5.665,A,5.445
2026,Female,No,19.0,No,Healthcare,0.0,average,3.0,6.0,10.527,6.122,-0.747,7.485,D,5.847
2027,Male,Yes,48.0,Yes,Executive,5.0,average,5.0,6.0,3.739,3.235,6.385,-1.637,B,2.93
2028,Female,No,36.0,Yes,Artist,3.0,low,3.0,6.0,7.082,6.091,12.608,8.688,C,8.617
2029,Male,No,27.0,No,Healthcare,1.0,low,3.0,6.0,7.858,4.68,8.872,-0.056,D,5.338
2030,Female,Yes,82.0,No,Entertainment,0.0,high,2.0,6.0,1.803,0.51,1.311,-1.542,B,0.521
2031,Male,No,23.0,No,Healthcare,9.0,low,4.0,6.0,10.496,11.212,8.188,-2.845,D,6.763
2032,Male,No,30.0,Yes,Entertainment,14.0,low,3.0,6.0,13.586,3.708,7.199,4.806,D,7.325
2033,Male,No,30.0,Yes,Entertainment,8.0,average,4.0,6.0,2.787,7.653,4.487,3.68,A,4.652
2034,Male,No,30.0,Yes,Healthcare,1.0,low,3.0,6.0,15.725,7.939,9.597,-0.094,D,8.292
2035,Male,No,28.0,Yes,Entertainment,1.0,low,5.0,6.0,10.429,4.3,9.324,0.804,C,6.214
2036,Male,Yes,60.0,Yes,Artist,0.0,low,2.0,4.0,1.684,5.747,-0.372,4.404,A,2.866
2037,Female,Yes,52.0,Yes,Artist,1.0,average,2.0,6.0,17.105,11.337,15.096,7.779,C,12.829
2038,Female,No,19.0,No,Healthcare,1.0,low,3.0,3.0,9.558,3.174,-1.894,4.649,D,3.872
2039,Female,No,19.0,No,Healthcare,0.0,low,2.0,6.0,10.772,-4.937,-3.765,-3.677,D,-0.402
2040,Male,Yes,40.0,No,Executive,1.0,low,5.0,5.0,7.685,6.873,0.878,6.213,D,5.412
2041,Male,No,38.0,Yes,Entertainment,8.0,low,1.0,6.0,7.081,-3.497,6.764,11.223,D,5.393
2042,Female,Yes,40.0,Yes,Entertainment,1.0,average,2.0,6.0,4.227,5.025,5.305,4.016,B,4.643
2043,Female,No,40.0,Yes,Engineer,1.0,low,3.0,3.0,7.742,11.938,8.504,-7.265,B,5.23
2044,Male,Yes,68.0,Yes,Artist,0.0,high,2.0,6.0,-2.728,2.917,1.926,0.073,B,0.547
2045,Male,Yes,50.0,Yes,Entertainment,1.0,average,4.0,6.0,8.662,3.921,6.503,4.003,A,5.772
2046,Male,No,21.0,No,Healthcare,0.0,low,4.0,6.0,7.681,11.223,3.874,-1.96,D,5.204
2047,Male,No,29.0,Yes,Healthcare,1.0,low,3.0,6.0,-0.512,0.299,-3.804,-0.496,B,-1.128
2048,Female,Yes,39.0,No,Engineer,1.0,average,4.0,4.0,8.724,10.496,1.315,4.419,B,6.238
2049,Male,Yes,41.0,Yes,Executive,0.0,low,4.0,6.0,-5.936,8.077,3.915,5.306,B,2.84
2050,Male,No,28.0,No,Doctor,1.0,low,1.0,6.0,15.74,8.459,9.527,6.644,D,10.092
2051,Female,No,40.0,No,Healthcare,0.0,low,3.0,2.0,11.79,-0.511,2.444,4.838,D,4.64
2052,Male,No,35.0,Yes,Artist,1.0,low,1.0,6.0,8.328,6.498,4.156,5.674,A,6.164
2053,Female,Yes,49.0,Yes,Artist,3.0,average,2.0,6.0,-0.21,8.899,7.6,3.403,B,4.923
2054,Female,Yes,26.0,Yes,Healthcare,8.0,low,2.0,3.0,11.249,7.393,1.604,-2.863,D,4.346
2055,Female,No,33.0,No,Healthcare,1.0,average,1.0,4.0,10.18,13.644,7.216,10.733,C,10.443
2056,Female,No,27.0,No,Engineer,0.0,low,2.0,3.0,12.989,5.738,6.588,7.599,D,8.228
2057,Female,No,50.0,No,Entertainment,8.0,low,2.0,6.0,5.417,5.842,6.231,4.879,A,5.592
2058,Female,Yes,37.0,Yes,Homemaker,5.0,low,2.0,4.0,6.758,8.407,-1.988,1.727,D,3.726
2059,Male,No,43.0,Yes,Marketing,0.0,low,2.0,6.0,3.952,2.75,1.443,2.43,A,2.644
2060,Male,No,35.0,Yes,Entertainment,13.0,low,1.0,6.0,12.573,8.781,3.401,4.376,D,7.283
2061,Female,Yes,50.0,Yes,Artist,1.0,low,1.0,6.0,20.699,6.929,4.577,10.69,C,10.724
2062,Male,No,31.0,Yes,Artist,7.0,low,1.0,4.0,5.125,4.794,8.081,5.836,A,5.959
2063,Female,Yes,29.0,No,Engineer,1.0,high,2.0,6.0,10.982,5.946,3.973,5.515,D,6.604
2064,Female,No,20.0,No,Healthcare,0.0,low,2.0,6.0,10.996,5.157,3.658,-3.837,D,3.994
2065,Male,Yes,66.0,Yes,Entertainment,1.0,average,2.0,6.0,13.904,12.994,8.518,11.549,C,11.741
2066,Male,Yes,37.0,Yes,Healthcare,1.0,average,2.0,4.0,5.591,4.072,3.82,3.668,A,4.288
2067,Female,No,27.0,Yes,Healthcare,2.0,low,6.0,6.0,5.135,5.436,-4.199,4.294,D,2.666
2068,Female,Yes,43.0,No,Doctor,9.0,low,1.0,2.0,3.343,3.13,6.8,-0.271,A,3.25
2069,Female,No,32.0,No,Doctor,8.0,low,6.0,6.0,3.637,3.671,4.073,6.587,C,4.492
2070,Male,Yes,87.0,Yes,Lawyer,9.0,low,4.0,6.0,16.102,14.501,8.258,12.017,C,12.72
2071,Female,Yes,40.0,Yes,Engineer,1.0,average,5.0,6.0,6.024,3.893,2.647,-0.042,B,3.13
2072,Male,No,59.0,Yes,Artist,1.0,low,2.0,6.0,4.079,3.358,-0.384,5.418,B,3.118
2073,Male,Yes,63.0,Yes,Artist,1.0,average,3.0,6.0,1.561,10.773,14.088,16.367,C,10.697
2074,Female,Yes,65.0,No,Lawyer,1.0,high,2.0,6.0,5.329,5.45,5.534,3.382,A,4.924
2075,Male,No,47.0,Yes,Artist,0.0,low,1.0,6.0,0.03,3.536,4.167,-3.827,B,0.976
2076,Female,Yes,45.0,Yes,Artist,9.0,low,2.0,6.0,14.114,5.757,13.248,9.466,C,10.646
2077,Male,Yes,79.0,No,Lawyer,0.0,low,1.0,6.0,6.104,4.38,6.885,1.796,D,4.791
2078,Male,Yes,65.0,No,Entertainment,1.0,high,2.0,6.0,1.786,6.753,2.265,3.729,B,3.633
2079,Female,No,38.0,Yes,Healthcare,0.0,low,2.0,6.0,1.946,4.542,7.495,4.286,B,4.567
2080,Female,Yes,28.0,Yes,Healthcare,1.0,average,2.0,6.0,10.909,2.09,1.038,3.955,D,4.498
2081,Male,No,20.0,No,Healthcare,2.0,low,3.0,4.0,5.848,6.787,6.927,3.389,D,5.738
2082,Female,Yes,36.0,Yes,Artist,1.0,low,2.0,6.0,10.625,13.325,6.358,3.554,C,8.466
2083,Male,No,22.0,No,Healthcare,0.0,low,4.0,6.0,5.311,10.214,10.674,14.542,D,10.185
2084,Male,Yes,56.0,No,Healthcare,0.0,high,4.0,7.0,1.096,2.661,9.29,-0.501,B,3.136
2085,Female,No,32.0,Yes,Doctor,5.0,low,3.0,4.0,5.27,3.913,4.543,3.488,A,4.304
2086,Female,No,33.0,Yes,Healthcare,1.0,low,1.0,6.0,7.194,-0.466,4.663,3.066,D,3.614
2087,Female,Yes,68.0,Yes,Artist,1.0,high,2.0,6.0,13.223,5.158,9.804,6.059,C,8.561
2088,Male,Yes,53.0,Yes,Artist,1.0,average,3.0,6.0,11.453,2.351,11.655,2.649,C,7.027
2089,Female,Yes,38.0,Yes,Artist,7.0,average,3.0,1.0,2.397,4.808,4.287,-4.192,B,1.825
2090,Male,No,22.0,No,Healthcare,1.0,low,5.0,2.0,7.45,2.607,5.64,4.327,D,5.006
2091,Female,Yes,49.0,Yes,Artist,0.0,high,4.0,6.0,12.22,-4.206,17.634,6.29,C,7.984
2092,Male,Yes,43.0,Yes,Artist,1.0,low,2.0,6.0,0.738,7.006,3.908,-2.795,B,2.214
2093,Female,No,33.0,No,Doctor,0.0,low,1.0,3.0,3.964,5.53,4.415,5.243,D,4.788
2094,Female,Yes,57.0,Yes,Artist,1.0,high,2.0,6.0,10.014,6.938,0.698,11.397,C,7.262
2095,Female,Yes,65.0,Yes,Lawyer,2.0,low,6.0,6.0,16.706,9.385,5.286,6.367,D,9.436
2096,Male,Yes,36.0,Yes,Entertainment,0.0,average,2.0,6.0,11.291,3.665,8.846,13.408,C,9.302
2097,Female,No,18.0,No,Entertainment,1.0,low,3.0,2.0,17.051,5.653,7.627,4.721,C,8.763
2098,Female,Yes,43.0,No,Engineer,1.0,average,2.0,6.0,-1.723,2.786,0.896,3.851,B,1.453
2099,Male,Yes,75.0,Yes,Lawyer,0.0,low,1.0,6.0,10.419,5.908,5.083,6.007,A,6.854
2100,Female,Yes,27.0,No,Marketing,1.0,high,4.0,6.0,10.06,10.255,8.76,10.658,D,9.933
2101,Male,Yes,39.0,Yes,Healthcare,11.0,average,2.0,6.0,4.219,7.626,0.621,-1.655,B,2.703
2102,Male,Yes,61.0,Yes,Artist,2.0,low,2.0,6.0,5.617,4.033,3.03,4.077,B,4.189
2103,Female,Yes,73.0,Yes,Lawyer,1.0,average,5.0,1.0,11.056,9.454,6.878,6.273,D,8.415
2104,Male,Yes,52.0,Yes,Artist,7.0,average,4.0,6.0,-0.933,1.088,8.768,4.933,B,3.464
2105,Male,Yes,50.0,Yes,Artist,1.0,low,1.0,6.0,3.05,4.615,6.378,-0.2,B,3.461
2106,Female,No,51.0,Yes,Artist,1.0,low,1.0,4.0,2.382,3.805,1.881,3.274,B,2.835
2107,Male,Yes,50.0,No,Artist,1.0,average,3.0,6.0,7.702,1.898,15.49,7.832,C,8.231
2108,Male,Yes,53.0,Yes,Executive,9.0,high,5.0,4.0,5.539,4.914,-0.51,3.673,B,3.404
2109,Male,Yes,40.0,No,Executive,5.0,low,4.0,6.0,13.867,3.803,9.948,5.069,D,8.172
2110,Female,Yes,86.0,No,Lawyer,1.0,low,1.0,6.0,5.314,12.541,6.091,4.486,D,7.108
2111,Female,No,26.0,No,Healthcare,0.0,low,3.0,5.0,5.581,-2.686,1.358,7.779,B,3.008
2112,Male,No,32.0,No,Entertainment,9.0,low,4.0,6.0,6.68,2.778,4.015,4.646,A,4.53
2113,Female,No,22.0,No,Healthcare,5.0,low,3.0,2.0,8.998,3.326,10.877,5.42,D,7.155
2114,Female,Yes,36.0,Yes,Artist,1.0,average,4.0,6.0,6.681,6.427,-0.638,2.094,B,3.641
2115,Female,Yes,69.0,No,Doctor,0.0,average,1.0,3.0,5.594,5.984,5.422,5.506,A,5.626
2116,Female,No,39.0,Yes,Entertainment,1.0,low,2.0,4.0,2.31,1.219,3.397,1.378,A,2.076
2117,Female,Yes,81.0,No,Doctor,0.0,high,2.0,6.0,7.627,4.937,7.481,6.646,A,6.673
2118,Female,No,28.0,No,Healthcare,9.0,low,2.0,6.0,6.598,-3.716,10.364,7.117,D,5.091
2119,Male,No,28.0,Yes,Healthcare,6.0,low,5.0,2.0,12.242,6.265,-2.043,3.217,D,4.92
2120,Male,No,52.0,Yes,Entertainment,1.0,low,5.0,4.0,2.451,5.385,4.24,-2.376,B,2.425
2121,Female,Yes,40.0,Yes,Artist,4.0,average,5.0,6.0,5.293,2.282,5.172,1.284,B,3.508
2122,Male,No,68.0,Yes,Lawyer,0.0,low,3.0,6.0,6.794,3.148,3.834,2.968,B,4.186
2123,Female,Yes,37.0,No,Artist,0.0,average,2.0,4.0,19.573,5.056,8.464,0.498,D,8.398
2124,Male,No,26.0,No,Marketing,1.0,low,5.0,6.0,13.321,-0.143,3.609,10.766,D,6.888
2125,Female,No,31.0,No,Homemaker,8.0,low,1.0,6.0,4.911,4.616,6.985,4.479,A,5.248
2126,Female,Yes,68.0,Yes,Lawyer,0.0,low,2.0,6.0,12.862,9.981,5.774,5.603,C,8.555
2127,Male,Yes,42.0,Yes,Artist,1.0,average,3.0,6.0,9.684,10.774,7.651,11.811,C,9.98
2128,Male,Yes,37.0,No,Entertainment,1.0,low,2.0,6.0,2.817,5.03,5.438,3.161,A,4.112
2129,Female,No,31.0,No,Homemaker,8.0,low,1.0,4.0,18.654,7.681,8.283,8.348,D,10.742
2130,Male,No,25.0,No,Healthcare,7.0,low,4.0,4.0,11.071,3.328,0.089,7.123,D,5.403
2131,Male,Yes,51.0,Yes,Entertainment,1.0,average,2.0,6.0,7.397,11.626,5.44,3.434,B,6.974
2132,Male,Yes,37.0,No,Engineer,8.0,average,3.0,4.0,8.798,10.882,5.121,6.258,D,7.765
2133,Male,Yes,69.0,Yes,Executive,1.0,average,4.0,6.0,1.135,6.501,5.051,-3.407,B,2.32
2134,Female,Yes,45.0,No,Doctor,1.0,low,1.0,6.0,3.631,5.075,5.811,3.938,A,4.614
2135,Male,Yes,38.0,Yes,Artist,0.0,average,2.0,6.0,19.671,5.204,14.23,5.878,C,11.246
2136,Male,Yes,51.0,Yes,Artist,1.0,average,4.0,2.0,19.695,-1.406,20.846,8.202,C,11.834
2137,Female,No,19.0,No,Healthcare,0.0,low,4.0,6.0,12.182,0.433,3.808,-0.467,D,3.989
2138,Female,No,32.0,Yes,Healthcare,6.0,low,3.0,6.0,9.937,-2.429,-0.833,3.155,D,2.458
2139,Male,No,31.0,Yes,Artist,1.0,low,5.0,6.0,8.157,9.191,2.581,17.992,C,9.48
2140,Male,No,19.0,No,Healthcare,13.0,low,3.0,3.0,11.907,6.851,-1.399,5.266,D,5.656
2141,Male,Yes,41.0,Yes,Entertainment,0.0,average,3.0,4.0,18.825,5.863,10.535,12.696,C,11.98
2142,Female,No,39.0,No,Entertainment,1.0,low,6.0,3.0,6.242,2.874,-1.672,4.225,D,2.917
2143,Male,No,21.0,No,Healthcare,1.0,low,4.0,3.0,9.272,7.824,2.45,2.749,D,5.574
2144,Female,No,30.0,No,Healthcare,0.0,low,3.0,6.0,9.375,3.312,6.828,-7.166,D,3.087
2145,Male,No,23.0,No,Healthcare,0.0,low,6.0,3.0,8.829,0.751,4.658,-0.692,D,3.386
2146,Male,Yes,65.0,No,Entertainment,0.0,average,2.0,6.0,23.318,2.215,10.952,7.006,C,10.873
2147,Male,No,31.0,No,Executive,4.0,low,5.0,1.0,6.571,-1.744,-1.831,0.596,D,0.898
2148,Female,Yes,74.0,Yes,Lawyer,1.0,low,3.0,6.0,5.538,15.613,3.12,3.009,D,6.82
2149,Female,Yes,73.0,No,Artist,1.0,high,2.0,6.0,10.01,-0.296,8.442,5.699,C,5.964
2150,Male,Yes,42.0,Yes,Doctor,9.0,low,2.0,6.0,11.244,9.77,-0.742,2.611,C,5.721
2151,Male,No,47.0,Yes,Artist,0.0,low,1.0,3.0,2.164,3.171,1.633,-1.668,B,1.325
2152,Female,No,19.0,No,Healthcare,0.0,low,5.0,2.0,6.337,8.073,13.704,6.899,D,8.753
2153,Female,No,25.0,No,Marketing,1.0,low,7.0,2.0,5.363,5.274,4.633,0.18,B,3.862
2154,Female,No,28.0,Yes,Entertainment,0.0,low,3.0,6.0,12.446,7.033,-0.427,4.305,D,5.839
2155,Female,Yes,40.0,Yes,Artist,1.0,average,2.0,4.0,12.315,4.4,14.102,4.946,C,8.941
2156,Female,No,30.0,Yes,Doctor,8.0,low,3.0,4.0,8.826,7.076,5.93,3.654,D,6.372
2157,Female,Yes,50.0,Yes,Engineer,1.0,average,4.0,4.0,5.053,1.763,7.826,-2.526,B,3.029
2158,Male,No,40.0,Yes,Healthcare,8.0,low,2.0,6.0,18.299,11.855,15.633,12.204,C,14.498
2159,Male,Yes,82.0,Yes,Lawyer,0.0,low,1.0,6.0,10.78,2.406,8.48,3.496,B,6.29
2160,Male,Yes,33.0,Yes,Healthcare,0.0,low,2.0,7.0,2.99,6.324,6.626,5.337,A,5.319
2161,Male,No,50.0,No,Marketing,1.0,low,2.0,7.0,4.529,1.952,11.205,4.052,C,5.434
2162,Male,Yes,83.0,No,Lawyer,0.0,low,3.0,6.0,18.935,5.733,10.295,1.817,D,9.195
2163,Female,No,40.0,Yes,Artist,9.0,low,1.0,6.0,2.914,5.868,5.301,-0.558,B,3.381
2164,Male,Yes,37.0,Yes,Artist,6.0,average,2.0,3.0,3.249,3.358,6.89,9.208,A,5.676
2165,Male,Yes,55.0,No,Lawyer,1.0,high,3.0,6.0,9.499,8.596,15.244,7.577,C,10.229
2166,Male,Yes,40.0,Yes,Artist,0.0,low,2.0,3.0,17.191,11.302,13.331,7.626,C,12.362
2167,Female,Yes,39.0,Yes,Artist,3.0,low,1.0,6.0,8.058,0.504,1.188,-1.805,B,1.986
2168,Male,Yes,40.0,Yes,Artist,0.0,low,2.0,6.0,14.905,11.343,18.299,16.938,C,15.371
2169,Male,Yes,55.0,Yes,Artist,2.0,low,1.0,6.0,2.794,3.903,3.159,1.083,B,2.735
2170,Male,Yes,50.0,Yes,Healthcare,1.0,average,1.0,6.0,10.037,-2.229,4.652,0.632,D,3.273
2171,Male,No,26.0,Yes,Doctor,13.0,low,3.0,6.0,2.511,14.508,-1.457,0.802,D,4.091
2172,Female,No,53.0,Yes,Artist,1.0,average,1.0,6.0,12.354,4.411,11.269,6.545,C,8.645
2173,Female,No,28.0,Yes,Healthcare,1.0,low,5.0,6.0,-2.34,6.05,6.393,2.728,B,3.208
2174,Female,No,32.0,Yes,Artist,7.0,low,3.0,6.0,7.175,1.606,1.808,3.525,A,3.528
2175,Male,No,30.0,No,Healthcare,0.0,low,4.0,6.0,5.514,3.917,4.405,-1.967,B,2.967
2176,Female,No,31.0,Yes,Doctor,0.0,low,4.0,3.0,4.401,4.817,5.717,5.679,A,5.154
2177,Male,Yes,47.0,Yes,Artist,4.0,low,1.0,3.0,4.18,8.551,7.381,5.15,A,6.316
2178,Male,Yes,49.0,Yes,Artist,3.0,average,2.0,6.0,11.213,6.13,3.662,7.346,C,7.088
2179,Male,Yes,37.0,Yes,Executive,1.0,high,3.0,6.0,3.225,6.896,2.939,0.508,B,3.392
2180,Male,Yes,47.0,Yes,Artist,13.0,average,4.0,6.0,9.77,6.944,11.157,12.834,C,10.176
2181,Male,Yes,52.0,Yes,Executive,0.0,average,2.0,6.0,11.386,2.97,7.049,0.568,C,5.493
2182,Female,No,20.0,No,Entertainment,1.0,low,7.0,3.0,9.353,2.22,7.511,13.561,C,8.161
2183,Male,Yes,79.0,No,Lawyer,0.0,high,2.0,6.0,-0.546,2.106,4.334,2.022,B,1.979
2184,Male,Yes,47.0,No,Executive,1.0,average,6.0,6.0,9.403,13.097,6.55,12.323,C,10.343
2185,Male,No,23.0,No,Healthcare,1.0,low,4.0,6.0,3.369,1.468,2.092,4.212,D,2.785
2186,Female,No,29.0,No,Engineer,9.0,low,4.0,4.0,4.779,3.803,5.751,0.87,A,3.801
2187,Female,No,33.0,Yes,Engineer,10.0,low,1.0,6.0,5.589,4.398,7.755,2.235,A,4.994
2188,Male,No,21.0,No,Healthcare,0.0,low,4.0,3.0,7.974,9.467,13.234,4.125,D,8.7
2189,Male,No,18.0,No,Healthcare,8.0,low,4.0,6.0,16.183,5.976,1.28,-5.0,D,4.61
2190,Male,Yes,70.0,Yes,Lawyer,0.0,high,2.0,6.0,16.844,7.458,0.951,16.008,C,10.315
2191,Female,Yes,56.0,Yes,Artist,0.0,average,2.0,6.0,17.263,9.993,14.899,11.945,C,13.525
2192,Male,Yes,42.0,Yes,Artist,2.0,average,3.0,6.0,4.828,10.285,2.865,2.569,B,5.137
2193,Male,Yes,81.0,Yes,Lawyer,9.0,low,1.0,6.0,8.404,9.742,9.203,6.597,D,8.486
2194,Male,No,30.0,Yes,Artist,9.0,average,2.0,6.0,7.609,7.329,5.011,3.48,A,5.857
2195,Male,Yes,53.0,No,Lawyer,0.0,low,2.0,6.0,3.087,8.563,7.574,0.966,D,5.047
2196,Male,No,26.0,Yes,Executive,9.0,average,4.0,6.0,7.618,12.434,1.261,1.812,D,5.781
2197,Male,Yes,51.0,Yes,Artist,1.0,low,3.0,6.0,11.585,4.533,16.561,6.9,C,9.895
2198,Male,No,19.0,No,Artist,9.0,low,7.0,7.0,2.465,-0.548,2.763,-0.94,B,0.935
2199,Male,Yes,75.0,Yes,Lawyer,0.0,high,2.0,6.0,1.678,9.574,10.013,-2.321,B,4.736
2200,Female,Yes,51.0,Yes,Engineer,0.0,low,1.0,6.0,6.138,3.653,2.695,5.545,A,4.508
2201,Female,Yes,70.0,Yes,Homemaker,3.0,low,2.0,6.0,1.038,4.571,5.446,4.363,B,3.855
2202,Female,No,38.0,Yes,Doctor,0.0,average,1.0,6.0,6.433,4.978,4.075,5.968,A,5.364
2203,Female,No,21.0,No,Healthcare,0.0,low,4.0,4.0,9.614,4.181,8.163,-1.377,D,5.145
2204,Male,Yes,80.0,No,Lawyer,0.0,low,1.0,4.0,4.59,8.149,1.599,2.295,B,4.158
2205,Female,Yes,19.0,No,Artist,1.0,high,2.0,4.0,2.106,2.3,6.803,3.149,D,3.589
2206,Male,No,33.0,No,Entertainment,1.0,average,1.0,6.0,11.544,8.238,4.689,9.68,D,8.538
2207,Male,Yes,48.0,Yes,Entertainment,1.0,average,6.0,6.0,12.809,12.403,11.188,8.062,C,11.116
2208,Female,No,33.0,Yes,Engineer,0.0,low,3.0,1.0,13.55,9.095,7.679,8.479,D,9.701
2209,Female,No,31.0,No,Healthcare,1.0,low,4.0,6.0,12.747,3.863,5.695,6.729,C,7.258
2210,Female,Yes,48.0,Yes,Artist,1.0,average,2.0,6.0,15.485,2.258,10.58,5.98,C,8.576
2211,Male,Yes,49.0,No,Engineer,1.0,average,8.0,4.0,5.337,4.807,1.332,7.971,D,4.862
2212,Female,Yes,38.0,No,Artist,1.0,low,1.0,6.0,8.591,3.752,11.344,1.86,B,6.387
2213,Female,No,39.0,Yes,Artist,0.0,low,1.0,3.0,5.731,4.544,5.282,1.676,A,4.308
2214,Female,Yes,46.0,Yes,Entertainment,2.0,average,2.0,6.0,2.603,2.845,3.5,-5.671,B,0.819
2215,Male,Yes,41.0,Yes,Artist,8.0,average,2.0,6.0,13.301,8.115,10.296,16.618,C,12.082
2216,Female,Yes,58.0,No,Engineer,1.0,low,1.0,6.0,0.477,2.755,3.323,-3.647,B,0.727
2217,Female,Yes,49.0,Yes,Engineer,1.0,average,2.0,6.0,6.991,4.18,6.658,3.703,A,5.383
2218,Female,Yes,47.0,No,Marketing,2.0,low,1.0,6.0,12.587,7.55,0.023,1.341,D,5.375
2219,Male,No,30.0,Yes,Healthcare,1.0,average,4.0,6.0,9.571,8.636,3.503,4.136,D,6.462
2220,Female,Yes,33.0,Yes,Doctor,0.0,low,2.0,6.0,9.734,4.291,5.232,6.828,A,6.521
2221,Male,No,33.0,No,Healthcare,0.0,low,4.0,2.0,7.79,8.186,4.471,6.632,B,6.77
2222,Male,No,27.0,Yes,Healthcare,1.0,low,1.0,6.0,9.367,7.239,6.63,-2.857,D,5.095
2223,Male,Yes,40.0,No,Doctor,8.0,low,2.0,3.0,6.363,5.205,7.071,1.522,A,5.04
2224,Female,Yes,45.0,Yes,Homemaker,1.0,low,1.0,3.0,-1.489,0.082,1.064,0.025,B,-0.079
2225,Female,No,35.0,No,Marketing,1.0,average,3.0,3.0,16.127,13.104,4.75,-1.932,D,8.012
2226,Female,No,21.0,No,Entertainment,1.0,low,4.0,6.0,9.454,6.192,9.058,8.149,D,8.213
2227,Female,No,36.0,Yes,Artist,9.0,low,2.0,6.0,6.731,6.332,4.815,0.167,A,4.511
2228,Female,No,28.0,No,Artist,0.0,low,5.0,2.0,11.166,13.713,12.123,5.253,C,10.564
2229,Female,Yes,89.0,No,Lawyer,0.0,high,2.0,6.0,7.759,5.27,5.505,4.058,A,5.648
2230,Male,Yes,48.0,Yes,Executive,1.0,high,4.0,6.0,16.384,7.849,3.088,15.548,C,10.717
2231,Male,Yes,47.0,No,Entertainment,0.0,high,5.0,6.0,11.101,3.821,7.751,9.86,C,8.133
2232,Male,No,23.0,No,Healthcare,1.0,low,3.0,6.0,7.116,0.6,2.412,7.907,D,4.509
2233,Female,No,18.0,No,Healthcare,3.0,low,4.0,6.0,12.397,3.112,2.003,6.479,D,5.998
2234,Male,Yes,58.0,Yes,Lawyer,2.0,average,2.0,6.0,13.638,6.876,11.5,7.209,C,9.806
2235,Male,Yes,42.0,No,Entertainment,9.0,average,3.0,6.0,7.46,4.524,6.209,4.098,A,5.573
2236,Male,No,22.0,No,Healthcare,0.0,low,3.0,6.0,6.445,7.885,2.582,-0.587,D,4.081
2237,Female,Yes,50.0,Yes,Artist,2.0,low,1.0,6.0,3.504,1.719,3.744,0.145,B,2.278
2238,Female,Yes,40.0,Yes,Entertainment,1.0,low,2.0,6.0,7.047,4.852,7.472,-0.453,B,4.73
2239,Female,No,27.0,No,Artist,1.0,low,3.0,3.0,13.414,4.076,2.138,3.584,D,5.803
2240,Male,Yes,40.0,Yes,Artist,1.0,average,3.0,6.0,2.369,5.871,0.925,-5.283,B,0.971
2241,Female,Yes,40.0,No,Doctor,0.0,low,2.0,6.0,0.669,5.327,1.74,2.533,B,2.567
2242,Male,Yes,83.0,No,Lawyer,0.0,high,3.0,3.0,11.996,1.958,7.948,6.843,D,7.186
2243,Male,Yes,55.0,Yes,Artist,0.0,low,1.0,6.0,3.985,7.366,4.533,-3.488,B,3.099
2244,Male,Yes,51.0,Yes,Doctor,1.0,low,3.0,6.0,4.671,5.086,3.901,2.972,A,4.158
2245,Male,Yes,42.0,No,Engineer,5.0,average,4.0,4.0,6.635,0.353,0.911,0.713,A,2.153
