Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Shop_Day,Shop_Other,Shop_Dairy,Shop_Household,Shop_Meat,Group
Male,Yes,52.0,Yes,Lawyer,8.0,high,2.0,6,4.594,9.166,9.154,5.757,C
Male,Yes,50.0,No,Executive,0.0,average,5.0,6,4.208,6.512,-0.671,1.18,B
Male,No,41.0,Yes,Entertainment,0.0,low,1.0,4,6.815,1.384,5.882,6.615,D
Male,Yes,40.0,Yes,Entertainment,8.0,average,2.0,6,5.57,6.025,8.66,2.685,B
Male,No,32.0,Yes,Healthcare,8.0,low,2.0,4,7.765,4.136,6.627,-0.265,D
Male,Yes,57.0,Yes,Homemaker,5.0,high,2.0,6,5.245,5.88,3.253,5.456,A
Female,No,25.0,Yes,Artist,13.0,low,2.0,6,11.803,11.614,5.025,11.069,C
Male,Yes,74.0,No,Lawyer,0.0,high,2.0,6,4.601,6.142,3.619,7.916,A
Male,No,38.0,Yes,Entertainment,2.648,low,4.0,6,8.458,-0.667,1.956,2.604,D
Female,Yes,46.0,Yes,Artist,0.0,average,2.0,6,12.488,7.825,8.247,9.553,C
Female,No,50.0,Yes,Artist,1.0,low,1.0,6,15.066,1.156,5.029,1.037,D
Male,Yes,50.0,Yes,Artist,0.0,average,2.0,3,1.952,4.232,4.087,-1.775,B
Female,Yes,43.47,Yes,Lawyer,0.0,average,2.0,6,6.215,13.154,8.702,17.202,C
Male,No,29.0,Yes,Artist,0.0,low,1.0,6,5.887,2.902,5.703,4.164,A
Male,Yes,84.0,Yes,Lawyer,2.648,high,3.0,6,-0.25,0.494,7.515,-3.872,B
Male,Yes,38.0,No,Executive,9.0,high,5.0,6,1.764,5.527,6.915,3.928,B
Male,Yes,71.0,No,Lawyer,0.0,average,2.849,6,8.524,7.258,3.452,3.723,A
Female,Yes,50.0,No,Engineer,0.0,low,3.0,7,1.894,10.832,-0.941,1.866,B
Male,Yes,56.0,Yes,Artist,0.0,average,2.0,6,7.22,2.213,3.124,5.341,B
Male,No,19.0,No,Healthcare,4.0,low,3.0,2,5.268,5.103,11.736,3.873,D
Male,Yes,29.0,No,Executive,12.0,low,3.0,6,3.725,2.912,6.992,-0.056,B
Male,No,26.0,Yes,Doctor,1.0,low,3.0,6,6.229,11.273,6.992,2.295,D
Female,No,31.0,No,Doctor,1.0,low,5.0,3,14.147,7.045,9.524,14.136,C
Male,Yes,42.0,Yes,Artist,0.0,average,2.0,6,6.229,8.917,3.047,6.812,A
Female,No,33.0,Yes,Doctor,1.0,low,1.0,6,4.117,3.658,5.165,-0.281,B
Male,Yes,35.0,No,Healthcare,1.0,low,5.0,6,6.173,8.57,-4.275,5.423,D
Female,Yes,46.0,No,Engineer,0.0,high,3.0,4,6.718,7.836,3.946,4.1,A
Female,No,67.0,Yes,Artist,0.0,low,2.0,6,4.461,4.501,3.065,-2.317,B
Female,No,35.0,No,Artist,7.0,low,2.0,6,8.111,0.558,5.593,5.677,D
Male,No,28.0,No,Doctor,8.0,low,3.0,6,5.586,4.664,6.42,7.642,A
Female,No,43.0,No,Doctor,8.0,low,1.0,4,12.339,1.125,2.929,3.694,D
Female,Yes,40.0,No,Artist,3.0,average,2.849,6,2.064,6.483,7.57,3.263,A
Female,Yes,43.47,Yes,Artist,0.0,average,3.0,1,10.123,11.478,10.209,5.539,C
Female,No,21.0,No,Healthcare,8.0,low,4.0,6,8.814,-1.209,6.73,2.318,D
Female,No,32.0,No,Doctor,1.0,average,3.0,4,12.325,-1.231,7.716,7.01,D
Male,No,32.0,Yes,Artist,13.0,low,3.0,6,7.01,6.55,5.262,3.961,A
Male,No,25.0,No,Homemaker,14.0,low,3.0,5,4.701,3.822,2.154,7.26,A
Female,No,40.0,Yes,Artist,5.0,low,1.0,6,5.523,5.112,5.481,5.665,A
Female,No,19.0,No,Healthcare,0.0,average,3.0,6,10.527,6.122,-0.747,7.485,D
Male,Yes,48.0,Yes,Executive,5.0,average,5.0,6,3.739,3.235,6.385,-1.637,B
Female,No,36.0,Yes,Artist,3.0,low,3.0,6,7.082,6.091,12.608,8.688,C
Male,No,27.0,No,Healthcare,1.0,low,3.0,6,7.858,4.68,8.872,-0.056,D
Female,Yes,82.0,No,Entertainment,0.0,high,2.0,6,1.803,0.51,1.311,-1.542,B
Male,No,23.0,No,Healthcare,9.0,low,4.0,6,10.496,11.212,8.188,-2.845,D
Male,No,30.0,Yes,Entertainment,14.0,low,3.0,6,13.586,3.708,7.199,4.806,D
Male,No,30.0,Yes,Entertainment,8.0,average,4.0,5,2.787,7.653,4.487,3.68,A
Male,No,30.0,Yes,Healthcare,1.0,low,3.0,6,15.725,7.939,9.597,-0.094,D
Male,No,28.0,Yes,Entertainment,1.0,low,5.0,6,10.429,4.3,9.324,0.804,C
Male,Yes,60.0,Yes,Artist,0.0,low,2.0,4,1.684,5.747,-0.372,4.404,A
Female,Yes,52.0,Yes,Artist,1.0,average,2.0,5,17.105,11.337,15.096,7.779,C
Female,No,19.0,No,Healthcare,2.648,low,2.849,3,9.558,3.174,-1.894,4.649,D
Female,No,19.0,No,Healthcare,0.0,low,2.0,6,10.772,-4.937,-3.765,-3.677,D
Male,Yes,40.0,No,Executive,1.0,low,5.0,5,7.685,6.873,0.878,6.213,D
Male,No,38.0,Yes,Entertainment,8.0,low,1.0,6,7.081,-3.497,6.764,11.223,D
Female,Yes,43.47,Yes,Entertainment,1.0,average,2.0,5,4.227,5.025,5.305,4.016,B
Female,No,40.0,Yes,Engineer,1.0,low,3.0,3,7.742,11.938,8.504,-7.265,B
Male,Yes,68.0,Yes,Artist,0.0,high,2.0,6,-2.728,2.917,1.926,0.073,B
Male,Yes,50.0,Yes,Entertainment,2.648,average,4.0,6,8.662,3.921,6.503,4.003,A
Male,No,21.0,No,Healthcare,0.0,low,4.0,6,7.681,11.223,3.874,-1.96,D
Male,No,29.0,Yes,Healthcare,2.648,low,3.0,6,-0.512,0.299,-3.804,-0.496,B
Female,No,29.0,Yes,Entertainment,0.0,high,1.0,1,5.433,5.765,7.78,3.028,A
Female,Yes,39.0,No,Engineer,1.0,average,4.0,4,8.724,10.496,1.315,4.419,B
Male,Yes,41.0,Yes,Executive,0.0,low,4.0,6,-5.936,8.077,3.915,5.306,B
Male,No,28.0,No,Doctor,2.648,low,1.0,6,15.74,8.459,9.527,6.644,D
Female,No,43.47,No,Healthcare,0.0,low,3.0,2,11.79,-0.511,2.444,4.838,D
Male,No,35.0,Yes,Artist,2.648,low,1.0,6,8.328,6.498,4.156,5.674,A
Female,Yes,49.0,Yes,Artist,3.0,average,2.0,5,-0.21,8.899,7.6,3.403,B
Female,Yes,26.0,Yes,Healthcare,8.0,low,2.0,3,11.249,7.393,1.604,-2.863,D
Female,No,33.0,No,Healthcare,2.648,average,1.0,4,10.18,13.644,7.216,10.733,C
Female,No,27.0,No,Engineer,0.0,low,2.0,3,12.989,5.738,6.588,7.599,D
Female,No,50.0,No,Entertainment,8.0,low,2.0,6,5.417,5.842,6.231,4.879,A
Female,Yes,37.0,Yes,Homemaker,5.0,low,2.0,4,6.758,8.407,-1.988,1.727,D
Male,No,43.0,Yes,Marketing,0.0,low,2.0,5,3.952,2.75,1.443,2.43,A
Male,No,35.0,Yes,Entertainment,13.0,low,1.0,6,12.573,8.781,3.401,4.376,D
Female,Yes,50.0,Yes,Artist,1.0,low,1.0,6,20.699,6.929,4.577,10.69,C
Male,No,31.0,Yes,Artist,7.0,low,1.0,4,5.125,4.794,8.081,5.836,A
Female,Yes,29.0,No,Engineer,2.648,high,2.0,6,10.982,5.946,3.973,5.515,D
Female,No,20.0,No,Healthcare,0.0,low,2.0,6,10.996,5.157,3.658,-3.837,D
Male,Yes,66.0,Yes,Entertainment,1.0,average,2.0,6,13.904,12.994,8.518,11.549,C
Male,Yes,37.0,Yes,Healthcare,1.0,average,2.0,4,5.591,4.072,3.82,3.668,A
Female,No,27.0,Yes,Healthcare,2.0,low,6.0,6,5.135,5.436,-4.199,4.294,D
Female,Yes,43.0,No,Doctor,9.0,low,1.0,2,3.343,3.13,6.8,-0.271,A
Female,No,32.0,No,Doctor,8.0,low,6.0,6,3.637,3.671,4.073,6.587,C
Male,Yes,87.0,Yes,Lawyer,9.0,low,4.0,6,16.102,14.501,8.258,12.017,C
Female,Yes,40.0,Yes,Engineer,2.648,average,5.0,5,6.024,3.893,2.647,-0.042,B
Male,No,59.0,Yes,Artist,1.0,low,2.0,6,4.079,3.358,-0.384,5.418,B
Male,Yes,63.0,Yes,Artist,1.0,average,3.0,6,1.561,10.773,14.088,16.367,C
Female,Yes,65.0,No,Lawyer,2.648,high,2.0,6,5.329,5.45,5.534,3.382,A
Male,No,47.0,Yes,Artist,0.0,low,1.0,6,0.03,3.536,4.167,-3.827,B
Female,Yes,45.0,Yes,Artist,9.0,low,2.0,6,14.114,5.757,13.248,9.466,C
Male,Yes,79.0,No,Lawyer,0.0,low,1.0,6,6.104,4.38,6.885,1.796,D
Male,Yes,65.0,No,Entertainment,1.0,high,2.0,6,1.786,6.753,2.265,3.729,B
Female,No,38.0,Yes,Healthcare,0.0,low,2.0,6,1.946,4.542,7.495,4.286,B
Female,Yes,28.0,Yes,Healthcare,2.648,average,2.0,6,10.909,2.09,1.038,3.955,D
Male,No,20.0,No,Healthcare,2.0,low,3.0,4,5.848,6.787,6.927,3.389,D
Female,Yes,36.0,Yes,Artist,1.0,low,2.0,6,10.625,13.325,6.358,3.554,C
Male,No,22.0,No,Healthcare,0.0,low,4.0,6,5.311,10.214,10.674,14.542,D
Male,Yes,56.0,No,Healthcare,0.0,high,4.0,7,1.096,2.661,9.29,-0.501,B
Female,No,32.0,Yes,Doctor,5.0,low,3.0,4,5.27,3.913,4.543,3.488,A
Female,No,33.0,Yes,Healthcare,1.0,low,1.0,6,7.194,-0.466,4.663,3.066,D
Female,Yes,68.0,Yes,Artist,1.0,high,2.0,6,13.223,5.158,9.804,6.059,C
Male,Yes,53.0,Yes,Artist,2.648,average,3.0,5,11.453,2.351,11.655,2.649,C
Female,Yes,38.0,Yes,Artist,7.0,average,3.0,1,2.397,4.808,4.287,-4.192,B
Male,No,22.0,No,Healthcare,2.648,low,5.0,2,7.45,2.607,5.64,4.327,D
Female,Yes,49.0,Yes,Artist,0.0,high,4.0,6,12.22,-4.206,17.634,6.29,C
Male,Yes,43.0,Yes,Artist,2.648,low,2.0,6,0.738,7.006,3.908,-2.795,B
Female,No,33.0,No,Doctor,0.0,low,1.0,3,3.964,5.53,4.415,5.243,D
Female,Yes,57.0,Yes,Artist,1.0,high,2.0,6,10.014,6.938,0.698,11.397,C
Female,Yes,65.0,Yes,Lawyer,2.0,low,6.0,5,16.706,9.385,5.286,6.367,D
Male,Yes,36.0,Yes,Entertainment,0.0,average,2.0,6,11.291,3.665,8.846,13.408,C
Female,No,18.0,No,Entertainment,1.0,low,2.849,2,17.051,5.653,7.627,4.721,C
Female,Yes,43.0,No,Engineer,1.0,average,2.0,6,-1.723,2.786,0.896,3.851,B
Male,Yes,75.0,Yes,Lawyer,0.0,low,1.0,5,10.419,5.908,5.083,6.007,A
Female,Yes,27.0,No,Marketing,2.648,high,4.0,6,10.06,10.255,8.76,10.658,D
Male,Yes,39.0,Yes,Healthcare,11.0,average,2.0,6,4.219,7.626,0.621,-1.655,B
Male,Yes,61.0,Yes,Artist,2.0,low,2.0,6,5.617,4.033,3.03,4.077,B
Female,Yes,73.0,Yes,Lawyer,2.648,average,5.0,1,11.056,9.454,6.878,6.273,D
Male,Yes,52.0,Yes,Artist,7.0,average,4.0,6,-0.933,1.088,8.768,4.933,B
Male,Yes,50.0,Yes,Artist,1.0,low,1.0,6,3.05,4.615,6.378,-0.2,B
Female,No,51.0,Yes,Artist,1.0,low,1.0,4,2.382,3.805,1.881,3.274,B
Male,Yes,50.0,No,Artist,1.0,average,3.0,6,7.702,1.898,15.49,7.832,C
Male,Yes,53.0,Yes,Executive,9.0,high,5.0,4,5.539,4.914,-0.51,3.673,B
Male,Yes,40.0,No,Executive,5.0,low,4.0,6,13.867,3.803,9.948,5.069,D
Female,Yes,86.0,No,Lawyer,2.648,low,1.0,6,5.314,12.541,6.091,4.486,D
Female,No,26.0,No,Healthcare,0.0,low,3.0,5,5.581,-2.686,1.358,7.779,B
Male,No,32.0,No,Entertainment,9.0,low,4.0,6,6.68,2.778,4.015,4.646,A
Female,No,22.0,No,Healthcare,5.0,low,3.0,2,8.998,3.326,10.877,5.42,D
Female,Yes,36.0,Yes,Artist,1.0,average,4.0,6,6.681,6.427,-0.638,2.094,B
Female,No,62.0,Yes,Artist,4.0,average,3.0,6,-0.046,5.979,1.742,0.846,B
Female,Yes,69.0,No,Doctor,0.0,average,1.0,3,5.594,5.984,5.422,5.506,A
Female,No,39.0,Yes,Entertainment,1.0,low,2.0,4,2.31,1.219,3.397,1.378,A
Female,Yes,81.0,No,Doctor,0.0,high,2.0,6,7.627,4.937,7.481,6.646,A
Female,No,28.0,No,Healthcare,9.0,low,2.0,6,6.598,-3.716,10.364,7.117,D
Male,No,28.0,Yes,Healthcare,6.0,low,5.0,2,12.242,6.265,-2.043,3.217,D
Male,No,52.0,Yes,Entertainment,1.0,low,5.0,4,2.451,5.385,4.24,-2.376,B
Female,Yes,40.0,Yes,Artist,4.0,average,5.0,6,5.293,2.282,5.172,1.284,B
Male,No,68.0,Yes,Lawyer,0.0,low,2.849,6,6.794,3.148,3.834,2.968,B
Female,Yes,37.0,No,Artist,0.0,average,2.0,4,19.573,5.056,8.464,0.498,D
Male,No,26.0,No,Marketing,1.0,low,5.0,6,13.321,-0.143,3.609,10.766,D
Female,No,31.0,No,Homemaker,8.0,low,1.0,6,4.911,4.616,6.985,4.479,A
Female,Yes,68.0,Yes,Lawyer,0.0,low,2.0,6,12.862,9.981,5.774,5.603,C
Male,Yes,42.0,Yes,Artist,1.0,average,3.0,6,9.684,10.774,7.651,11.811,C
Male,Yes,37.0,No,Entertainment,1.0,low,2.0,6,2.817,5.03,5.438,3.161,A
Female,No,31.0,No,Homemaker,8.0,low,1.0,4,18.654,7.681,8.283,8.348,D
Male,No,25.0,No,Healthcare,7.0,low,4.0,4,11.071,3.328,0.089,7.123,D
Male,Yes,51.0,Yes,Entertainment,1.0,average,2.0,6,7.397,11.626,5.44,3.434,B
Male,Yes,37.0,No,Engineer,8.0,average,3.0,4,8.798,10.882,5.121,6.258,D
Male,Yes,69.0,Yes,Executive,1.0,average,4.0,6,1.135,6.501,5.051,-3.407,B
Female,Yes,45.0,No,Doctor,1.0,low,1.0,6,3.631,5.075,5.811,3.938,A
Male,Yes,38.0,Yes,Artist,0.0,average,2.0,6,19.671,5.204,14.23,5.878,C
Male,Yes,51.0,Yes,Artist,2.648,average,4.0,2,19.695,-1.406,20.846,8.202,C
Female,No,19.0,No,Healthcare,0.0,low,4.0,6,12.182,0.433,3.808,-0.467,D
Female,No,32.0,Yes,Healthcare,6.0,low,3.0,6,9.937,-2.429,-0.833,3.155,D
Male,No,31.0,Yes,Artist,1.0,low,5.0,6,8.157,9.191,2.581,17.992,C
Male,No,19.0,No,Healthcare,13.0,low,3.0,3,11.907,6.851,-1.399,5.266,D
Male,Yes,41.0,Yes,Entertainment,0.0,average,3.0,4,18.825,5.863,10.535,12.696,C
Female,No,39.0,No,Entertainment,2.648,low,6.0,3,6.242,2.874,-1.672,4.225,D
Male,No,21.0,No,Healthcare,1.0,low,4.0,3,9.272,7.824,2.45,2.749,D
Female,No,30.0,No,Healthcare,0.0,low,2.849,6,9.375,3.312,6.828,-7.166,D
Male,No,23.0,No,Healthcare,0.0,low,6.0,3,8.829,0.751,4.658,-0.692,D
Male,Yes,65.0,No,Entertainment,0.0,average,2.0,6,23.318,2.215,10.952,7.006,C
Male,No,31.0,No,Executive,4.0,low,5.0,1,6.571,-1.744,-1.831,0.596,D
Female,Yes,74.0,Yes,Lawyer,2.648,low,2.849,6,5.538,15.613,3.12,3.009,D
Female,Yes,73.0,No,Artist,1.0,high,2.0,6,10.01,-0.296,8.442,5.699,C
Male,Yes,42.0,Yes,Doctor,9.0,low,2.0,6,11.244,9.77,-0.742,2.611,C
Male,No,47.0,Yes,Artist,0.0,low,1.0,3,2.164,3.171,1.633,-1.668,B
Female,No,19.0,No,Healthcare,0.0,low,5.0,2,6.337,8.073,13.704,6.899,D
Female,No,25.0,No,Marketing,2.648,low,7.0,2,5.363,5.274,4.633,0.18,B
Female,No,28.0,Yes,Entertainment,0.0,low,3.0,6,12.446,7.033,-0.427,4.305,D
Female,Yes,40.0,Yes,Artist,2.648,average,2.0,4,12.315,4.4,14.102,4.946,C
Female,No,40.0,No,Engineer,1.0,low,4.0,3,5.208,5.991,7.012,2.786,A
Female,No,30.0,Yes,Doctor,8.0,low,2.849,4,8.826,7.076,5.93,3.654,D
Female,Yes,50.0,Yes,Engineer,1.0,average,4.0,4,5.053,1.763,7.826,-2.526,B
Male,No,43.47,Yes,Healthcare,8.0,low,2.0,6,18.299,11.855,15.633,12.204,C
Male,Yes,82.0,Yes,Lawyer,0.0,low,1.0,6,10.78,2.406,8.48,3.496,B
Male,Yes,33.0,Yes,Healthcare,0.0,low,2.0,7,2.99,6.324,6.626,5.337,A
Male,No,50.0,No,Marketing,1.0,low,2.0,7,4.529,1.952,11.205,4.052,C
Male,Yes,83.0,No,Lawyer,0.0,low,2.849,6,18.935,5.733,10.295,1.817,D
Female,No,43.47,Yes,Artist,9.0,low,1.0,6,2.914,5.868,5.301,-0.558,B
Male,Yes,37.0,Yes,Artist,6.0,average,2.0,3,3.249,3.358,6.89,9.208,A
Male,Yes,55.0,No,Lawyer,1.0,high,3.0,6,9.499,8.596,15.244,7.577,C
Male,Yes,43.47,Yes,Artist,0.0,low,2.0,3,17.191,11.302,13.331,7.626,C
Female,Yes,39.0,Yes,Artist,3.0,low,1.0,6,8.058,0.504,1.188,-1.805,B
Male,Yes,40.0,Yes,Artist,0.0,low,2.0,6,14.905,11.343,18.299,16.938,C
Male,Yes,55.0,Yes,Artist,2.0,low,1.0,6,2.794,3.903,3.159,1.083,B
Male,Yes,50.0,Yes,Healthcare,1.0,average,1.0,6,10.037,-2.229,4.652,0.632,D
Male,No,26.0,Yes,Doctor,13.0,low,3.0,6,2.511,14.508,-1.457,0.802,D
Female,No,53.0,Yes,Artist,1.0,average,1.0,6,12.354,4.411,11.269,6.545,C
Female,No,28.0,Yes,Healthcare,2.648,low,5.0,6,-2.34,6.05,6.393,2.728,B
Female,No,32.0,Yes,Artist,7.0,low,3.0,6,7.175,1.606,1.808,3.525,A
Male,No,30.0,No,Healthcare,0.0,low,4.0,6,5.514,3.917,4.405,-1.967,B
Female,No,31.0,Yes,Doctor,0.0,low,4.0,3,4.401,4.817,5.717,5.679,A
Male,Yes,47.0,Yes,Artist,4.0,low,1.0,3,4.18,8.551,7.381,5.15,A
Male,Yes,49.0,Yes,Artist,3.0,average,2.0,6,11.213,6.13,3.662,7.346,C
Male,Yes,37.0,Yes,Executive,1.0,high,3.0,6,3.225,6.896,2.939,0.508,B
Male,Yes,47.0,Yes,Artist,13.0,average,4.0,6,9.77,6.944,11.157,12.834,C
Male,Yes,52.0,Yes,Executive,0.0,average,2.0,6,11.386,2.97,7.049,0.568,C
Female,No,20.0,No,Entertainment,2.648,low,7.0,3,9.353,2.22,7.511,13.561,C
Male,Yes,79.0,No,Lawyer,0.0,high,2.0,6,-0.546,2.106,4.334,2.022,B
Male,Yes,47.0,No,Executive,1.0,average,6.0,6,9.403,13.097,6.55,12.323,C
Female,No,20.0,No,Healthcare,1.0,average,4.0,6,16.743,4.761,2.366,12.884,D
Male,No,23.0,No,Healthcare,1.0,low,4.0,6,3.369,1.468,2.092,4.212,D
Female,No,29.0,No,Engineer,9.0,low,4.0,4,4.779,3.803,5.751,0.87,A
Female,No,33.0,Yes,Engineer,10.0,low,1.0,6,5.589,4.398,7.755,2.235,A
Male,No,21.0,No,Healthcare,0.0,low,4.0,3,7.974,9.467,13.234,4.125,D
Male,No,18.0,No,Healthcare,8.0,low,4.0,6,16.183,5.976,1.28,-5.0,D
Male,Yes,70.0,Yes,Lawyer,0.0,high,2.0,6,16.844,7.458,0.951,16.008,C
Female,Yes,56.0,Yes,Artist,0.0,average,2.0,6,17.263,9.993,14.899,11.945,C
Male,Yes,42.0,Yes,Artist,2.0,average,2.849,6,4.828,10.285,2.865,2.569,B
Female,No,28.0,No,Healthcare,1.0,low,2.0,6,7.765,7.364,0.026,2.901,B
Male,Yes,81.0,Yes,Lawyer,9.0,low,1.0,6,8.404,9.742,9.203,6.597,D
Male,No,30.0,Yes,Artist,9.0,average,2.0,6,7.609,7.329,5.011,3.48,A
Male,Yes,53.0,No,Lawyer,0.0,low,2.0,6,3.087,8.563,7.574,0.966,D
Male,No,26.0,Yes,Executive,9.0,average,4.0,6,7.618,12.434,1.261,1.812,D
Male,Yes,51.0,Yes,Artist,1.0,low,3.0,6,11.585,4.533,16.561,6.9,C
Male,No,19.0,No,Artist,9.0,low,7.0,7,2.465,-0.548,2.763,-0.94,B
Male,Yes,75.0,Yes,Lawyer,0.0,high,2.0,6,1.678,9.574,10.013,-2.321,B
Female,Yes,51.0,Yes,Engineer,0.0,low,1.0,6,6.138,3.653,2.695,5.545,A
Female,Yes,70.0,Yes,Homemaker,3.0,low,2.0,6,1.038,4.571,5.446,4.363,B
Female,No,38.0,Yes,Doctor,0.0,average,1.0,6,6.433,4.978,4.075,5.968,A
Female,No,21.0,No,Healthcare,0.0,low,4.0,4,9.614,4.181,8.163,-1.377,D
Male,Yes,80.0,No,Lawyer,0.0,low,1.0,4,4.59,8.149,1.599,2.295,B
Female,Yes,19.0,No,Artist,2.648,high,2.0,4,2.106,2.3,6.803,3.149,D
Male,No,33.0,No,Entertainment,1.0,average,1.0,6,11.544,8.238,4.689,9.68,D
Male,Yes,48.0,Yes,Entertainment,1.0,average,6.0,6,12.809,12.403,11.188,8.062,C
Female,No,33.0,Yes,Engineer,0.0,low,3.0,1,13.55,9.095,7.679,8.479,D
Female,No,31.0,No,Healthcare,1.0,low,4.0,6,12.747,3.863,5.695,6.729,C
Female,Yes,48.0,Yes,Artist,1.0,average,2.0,6,15.485,2.258,10.58,5.98,C
Male,Yes,49.0,No,Engineer,1.0,average,8.0,4,5.337,4.807,1.332,7.971,D
Female,Yes,38.0,No,Artist,1.0,low,1.0,6,8.591,3.752,11.344,1.86,B
Female,No,39.0,Yes,Artist,0.0,low,1.0,3,5.731,4.544,5.282,1.676,A
Female,Yes,46.0,Yes,Entertainment,2.0,average,2.0,6,2.603,2.845,3.5,-5.671,B
Male,Yes,41.0,Yes,Artist,8.0,average,2.0,6,13.301,8.115,10.296,16.618,C
Female,Yes,58.0,No,Engineer,1.0,low,1.0,6,0.477,2.755,3.323,-3.647,B
Female,Yes,49.0,Yes,Engineer,1.0,average,2.0,6,6.991,4.18,6.658,3.703,A
Female,Yes,47.0,No,Marketing,2.0,low,1.0,6,12.587,7.55,0.023,1.341,D
Male,No,30.0,Yes,Healthcare,1.0,average,4.0,6,9.571,8.636,3.503,4.136,D
Male,No,41.0,No,Entertainment,6.0,low,1.0,6,7.708,2.64,4.58,2.246,A
Female,Yes,33.0,Yes,Doctor,0.0,low,2.0,6,9.734,4.291,5.232,6.828,A
Male,No,33.0,No,Healthcare,0.0,low,4.0,2,7.79,8.186,4.471,6.632,B
Male,No,27.0,Yes,Healthcare,2.648,low,1.0,5,9.367,7.239,6.63,-2.857,D
Male,Yes,43.47,No,Doctor,8.0,low,2.0,3,6.363,5.205,7.071,1.522,A
Female,Yes,45.0,Yes,Homemaker,1.0,low,1.0,3,-1.489,0.082,1.064,0.025,B
Female,No,35.0,No,Marketing,2.648,average,2.849,3,16.127,13.104,4.75,-1.932,D
Female,No,21.0,No,Entertainment,1.0,low,4.0,6,9.454,6.192,9.058,8.149,D
Female,No,36.0,Yes,Artist,9.0,low,2.0,6,6.731,6.332,4.815,0.167,A
Female,No,28.0,No,Artist,0.0,low,5.0,2,11.166,13.713,12.123,5.253,C
Female,Yes,89.0,No,Lawyer,0.0,high,2.0,6,7.759,5.27,5.505,4.058,A
Male,Yes,48.0,Yes,Executive,1.0,high,4.0,6,16.384,7.849,3.088,15.548,C
Male,Yes,47.0,No,Entertainment,0.0,high,5.0,6,11.101,3.821,7.751,9.86,C
Male,No,23.0,No,Healthcare,2.648,low,3.0,6,7.116,0.6,2.412,7.907,D
Female,No,18.0,No,Healthcare,3.0,low,4.0,6,12.397,3.112,2.003,6.479,D
Male,Yes,58.0,Yes,Lawyer,2.0,average,2.0,6,13.638,6.876,11.5,7.209,C
Male,Yes,42.0,No,Entertainment,9.0,average,3.0,5,7.46,4.524,6.209,4.098,A
Male,No,22.0,No,Healthcare,0.0,low,3.0,6,6.445,7.885,2.582,-0.587,D
Female,Yes,50.0,Yes,Artist,2.0,low,1.0,6,3.504,1.719,3.744,0.145,B
Female,Yes,40.0,Yes,Entertainment,2.648,low,2.0,6,7.047,4.852,7.472,-0.453,B
Female,No,27.0,No,Artist,2.648,low,2.849,3,13.414,4.076,2.138,3.584,D
Male,Yes,40.0,Yes,Artist,1.0,average,3.0,6,2.369,5.871,0.925,-5.283,B
Male,No,37.0,Yes,Artist,1.0,average,3.0,3,7.832,4.786,5.008,0.433,A
Female,Yes,43.47,No,Doctor,0.0,low,2.0,6,0.669,5.327,1.74,2.533,B
Male,Yes,83.0,No,Lawyer,0.0,high,3.0,3,11.996,1.958,7.948,6.843,D
Male,Yes,55.0,Yes,Artist,0.0,low,1.0,6,3.985,7.366,4.533,-3.488,B
Male,Yes,51.0,Yes,Doctor,2.648,low,3.0,6,4.671,5.086,3.901,2.972,A
Male,Yes,42.0,No,Engineer,5.0,average,4.0,4,6.635,0.353,0.911,0.713,A
Male,Yes,27.0,Yes,Artist,1.0,low,4.0,6,14.421,-0.582,11.646,15.903,C
Male,Yes,53.0,Yes,Executive,1.0,high,2.0,6,16.653,8.896,10.035,10.019,C
Female,Yes,40.0,Yes,Engineer,1.0,average,7.0,6,7.03,4.465,2.657,7.6,A
Male,Yes,62.0,Yes,Artist,0.0,average,9.0,3,12.332,4.389,16.389,5.939,C
Male,No,21.0,No,Healthcare,2.648,low,5.0,2,13.607,3.115,2.661,-0.974,D
Male,No,27.0,No,Healthcare,1.0,low,3.0,3,5.068,7.262,9.175,5.71,A
Female,Yes,84.0,No,Lawyer,0.0,high,2.0,6,4.778,6.949,-1.616,1.606,B
Male,No,26.0,No,Doctor,4.0,low,2.849,6,15.284,7.155,4.23,7.042,D
Male,No,26.0,No,Artist,11.0,low,4.0,6,18.662,4.177,6.502,10.568,C
Male,No,33.0,Yes,Entertainment,1.0,low,1.0,6,4.829,4.622,4.113,7.908,A
Male,No,27.0,Yes,Artist,0.0,low,1.0,6,9.383,1.871,0.941,2.998,D
Female,Yes,46.0,No,Entertainment,9.0,average,5.0,4,11.92,4.489,7.287,9.129,D
Female,No,28.0,No,Doctor,2.648,low,5.0,2,5.824,1.99,5.452,3.049,A
Female,No,25.0,No,Healthcare,1.0,low,3.0,6,8.358,5.58,7.504,3.133,A
Female,Yes,47.0,Yes,Marketing,2.648,average,3.0,6,5.606,7.008,3.863,5.611,A
Female,No,32.0,No,Artist,3.0,low,4.0,6,15.421,3.977,0.567,5.92,C
Female,No,21.0,No,Healthcare,6.0,low,2.849,4,1.018,-2.268,1.085,1.435,D
Male,Yes,73.0,Yes,Lawyer,1.0,high,4.0,6,18.73,2.1,8.828,10.228,C
Male,Yes,35.0,Yes,Artist,0.0,average,2.0,6,2.09,7.401,1.46,0.005,B
Male,No,52.0,Yes,Artist,1.0,low,1.0,6,3.261,-0.043,5.256,4.352,B
Male,Yes,40.0,Yes,Artist,1.0,average,2.0,6,5.697,7.492,1.17,4.43,B
